Host Nation?_home,No. Prev Won World Cups_home,No. Ballon D'Or Winners/GOATs in Squad_home,Net Oil Exporter?_home,EU Member?_home,Recently Liberated from Authoritarianism?_home,Neoliberal Shock?_home,Committing Genocide?_home,Population (in millions)_home,Ideological Spectrum_Center_home,Ideological Spectrum_Center Left_home,Ideological Spectrum_Center Right_home,Ideological Spectrum_Left_home,Ideological Spectrum_Left _home,Ideological Spectrum_Right_home,Authoritarian Government?_home,Political System_Authoritarian Dictatorship_home,Political System_Authoritarian Monarchy_home,Political System_Authoritarian Theocracy_home,Political System_Christian Democracy_home,Political System_Communist Dictatorship_home,Political System_Constitutional Monarchy_home,Political System_Democracy_home,Political System_Emerging Democracy_home,Political System_Fascist Dictatorship_home,Political System_Fragile Democracy_home,Political System_Military Junta_home,Political System_Neoliberal Democracy_home,Political System_Populist Democracy_home,Political System_Social Democracy_home,Continent_Africa_home,Continent_Asia_home,Continent_Europe_home,Continent_Middle East_home,Continent_North America_home,Continent_Oceania_home,Continent_South America_home,WasColonizer_home,WasColonized_home,Same Government as Brazil?_home,No. WC Prev. Attended_home,No. Years Since Last WC Attendance_home,No. Years Since Best WC Perf._home,Best Perf._Final_home,Best Perf._Group Stage_home,Best Perf._New_home,Best Perf._Quarter-Final_home,Best Perf._Round of 16_home,Best Perf._Semi-Final_home,Host Nation?_away,No. Prev Won World Cups_away,No. Ballon D'Or Winners/GOATs in Squad_away,Net Oil Exporter?_away,EU Member?_away,Recently Liberated from Authoritarianism?_away,Neoliberal Shock?_away,Committing Genocide?_away,Population (in millions)_away,Ideological Spectrum_Center_away,Ideological Spectrum_Center Left_away,Ideological Spectrum_Center Right_away,Ideological Spectrum_Left_away,Ideological Spectrum_Left _away,Ideological Spectrum_Right_away,Authoritarian Government?_away,Political System_Authoritarian Dictatorship_away,Political System_Authoritarian Monarchy_away,Political System_Authoritarian Theocracy_away,Political System_Christian Democracy_away,Political System_Communist Dictatorship_away,Political System_Constitutional Monarchy_away,Political System_Democracy_away,Political System_Emerging Democracy_away,Political System_Fascist Dictatorship_away,Political System_Fragile Democracy_away,Political System_Military Junta_away,Political System_Neoliberal Democracy_away,Political System_Populist Democracy_away,Political System_Social Democracy_away,Continent_Africa_away,Continent_Asia_away,Continent_Europe_away,Continent_Middle East_away,Continent_North America_away,Continent_Oceania_away,Continent_South America_away,WasColonizer_away,WasColonized_away,Same Government as Brazil?_away,No. WC Prev. Attended_away,No. Years Since Last WC Attendance_away,No. Years Since Best WC Perf._away,Best Perf._Final_away,Best Perf._Group Stage_away,Best Perf._New_away,Best Perf._Quarter-Final_away,Best Perf._Round of 16_away,Best Perf._Semi-Final_away,Home_Colonized_Away,Away_Colonized_Home,R16,QF,SF,F,PO3,y
0,1,1,0,0,0,0,0,55.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,40,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,13.21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,40,40,0,1,0,0,0,0,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,135.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,135.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,0,0,0,0,0,2.774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,0,0,0,0,0,53.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,32,1,0,0,0,0,0,0,2,1,0,0,0,0,0,94.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,8,4,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,3,0,0,0,0,0,0,103.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.36,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,36,36,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,33.36,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,36,36,0,1,0,0,0,0,0,3,0,0,0,0,0,0,103.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,13.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,36,36,0,1,0,0,0,0,1,1,2,0,0,0,0,0,62.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,4,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,2,0,0,0,0,0,62.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,4,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,36,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,0,0,0,0,0,113.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,10,4,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,55.96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,0,0,0,0,0,55.96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,4,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,113.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,10,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,26.71,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,13.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26.71,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,48,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,35.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,56.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,4,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,0,0,0,0,0,0,56.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,4,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,2,1,0,0,0,0,0,61.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7,4,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,55.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7,4,24,0,0,0,0,0,1,0,2,1,0,0,0,0,0,61.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,4,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,35.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7,4,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,55.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7,4,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,2,0,0,0,0,0,0,56.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,4,12,1,0,0,0,0,0,0,2,1,0,0,0,0,0,61.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,4,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,0,0,0,0,0,61.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,4,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,56.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,4,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0,0,0,0,0,142.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.858,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,9.858,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,142.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,1,0,74.87,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,8,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.961,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,8.961,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,12,0,1,0,0,0,0,1,0,0,1,0,0,1,0,74.87,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,8,16,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,1,0,0,30.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,4,8,1,0,0,0,0,0,0,2,0,0,0,0,1,0,3.024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,12,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,0,0,0,1,0,3.024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,12,36,1,0,0,0,0,0,0,1,1,0,0,1,0,0,30.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,4,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,3,0,0,0,0,0,0,136.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,37.2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,136.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12,4,16,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,3,0,0,0,0,1,0,56.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,56.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,56.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8,4,4,0,0,0,0,0,1,0,3,0,0,0,0,1,0,56.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,22.82,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,16,16,0,1,0,0,0,0,0,2,1,0,0,0,0,0,61.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2,1,0,0,0,0,0,61.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22.82,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,16,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,1,0,0,0,0,47.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.535,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,28,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,3.535,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,28,28,0,1,0,0,0,0,0,1,0,1,0,0,0,0,47.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,4,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0,0,1,0,5.114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6,4,36,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,38.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6,4,36,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5.114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1930,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,3,0,0,0,0,0,0,136.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12,4,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,56.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,56.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,136.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12,4,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,1,0,0,0,0,0,61.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,4,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,74.87,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,8,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,1,0,74.87,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,8,16,0,0,0,1,0,0,0,2,1,0,0,0,0,0,61.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,38.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6,4,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.858,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,9.858,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6,4,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1,0,0,1,0,0,30.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,4,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,4,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,0,47.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,4,20,1,0,0,0,0,0,0,1,1,0,0,1,0,0,30.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,4,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,56.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8,4,4,0,0,0,0,0,1,0,2,1,0,0,0,0,0,61.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,1,0,0,0,0,0,61.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,56.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,0,0,1,0,0,30.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.858,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,9.858,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,30.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,4,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,56.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,8,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.858,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
